Tip localitate,LOCALITATE,JUDET,Ani,CUI,CAEN,ACTIVE IMOBILIZATE-TOTAL,ACTIVE CIRCULANTE-TOTAL,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI-TOTAL,Capital subscris varsat,Patromoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profit brut,Pierdere bruta,Profit net,Pierdere neta,Numar mediu de salariati,DENUMIRE,COD_INMATRICULARE,ADRESA COMPLETA
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31197400,5610,650923,2014614,79774,123967,1810873,1348,144608,,,2522277,200,,2824700,2824700,1718718,1105982,0,1077735,0,19,SINED TOP SRL,J12/356/2013,"Municipiul Cluj-Napoca, Str. BOGDAN PETRICEICU HAŞDEU, Nr. 1, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31197400,5610,1177497,1019280,92662,890827,35791,13285,425479,143880,,1640703,200,,2904216,2945959,2010810,935149,0,906091,0,20,SINED TOP SRL,J12/356/2013,"Municipiul Cluj-Napoca, Str. BOGDAN PETRICEICU HAŞDEU, Nr. 1, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31197400,5610,389640,646803,33791,15017,597995,,102336,,,934107,200,,2478653,2478653,2139829,338824,0,284612,0,,SINED TOP SRL,J12/356/2013,"Municipiul Cluj-Napoca, Str. BOGDAN PETRICEICU HAŞDEU, Nr. 1, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Câmpia,Cluj,01.01.2016,34488810,5630,,88,,,88,,2710,,,-2622,200,,2256,2256,2786,0,530,0,597,0,AMY & ALFRED SRL,J12/1383/2015,"Municipiul Câmpia Turzii, Str. CIOCÎRLIEI, Nr. 32, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Câmpia,Cluj,01.01.2017,34488810,5630,,88,,,88,,2710,,,-2622,200,,0,0,,0,0,0,0,,AMY & ALFRED SRL,J12/1383/2015,"Municipiul Câmpia Turzii, Str. CIOCÎRLIEI, Nr. 32, Județ Cluj,,,,,,,,,,,,,,,,,,"
Sat,Baciu,Cluj,01.01.2018,32022716,5610,7935,,,,,,2323,,,5612,,,0,0,0,0,0,0,0,,EVILIA CAR SRL,J12/2268/2013,"Sat Baciu, Comuna Baciu, Str. COLINEI, Nr. 2, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Baciu,Cluj,01.01.2019,32022716,5610,,3500,,,3500,,2428,,,1072,,,0,0,0,0,0,0,0,,EVILIA CAR SRL,J12/2268/2013,"Sat Baciu, Comuna Baciu, Str. COLINEI, Nr. 2, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,32736022,5610,550,1286,,,1286,,501751,,,-499915,200,,6461,6639,62223,0,55584,0,55649,,PANORAMIC CHIC SRL,J12/287/2014,"Municipiul Cluj-Napoca, Str. PATRICIU BARBU, Nr. 64B, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,37722664,5610,195310,519,329,,190,,140658,195640,,-140469,200,,0,0,110556,0,110556,0,110556,4,NORSENLAG SRL,J12/3464/2017,"Municipiul Cluj-Napoca, Str. BRAŞOV, Nr. 56A, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,38227303,5610,692294,772560,431847,273514,67199,,504879,,,959975,200,,4345356,4346773,3505871,840902,0,797840,0,19,MARTY SUN PLAZZA SRL,J12/5632/2017,"Municipiul Cluj-Napoca, Str. DR. VICTOR BABEŞ, Nr. 39, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Negreni,Cluj,01.01.2019,40937582,5630,,26531,10803,14749,979,,67340,,,-40809,200,,227584,227584,266317,0,38733,0,41009,2,NISAGEO TRADE S.R.L.,J12/1555/2019,"Sat Negreni, Comuna Negreni, Nr. 262, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,36469335,5630,794194,739866,98769,523606,117491,76973,1214293,38355,,358385,300,,5188305,5204553,4580508,624045,0,576350,0,31,FORM SPACE EVENTS SRL,J12/3213/2016,"Municipiul Cluj-Napoca, Aleea STADIONULUI, Nr. 2, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,36469335,5630,752801,1005824,211108,680061,114655,753434,2821013,241907,,-550861,300,,7631895,7675269,8537573,0,862304,0,909246,54,FORM SPACE EVENTS SRL,J12/3213/2016,"Municipiul Cluj-Napoca, Aleea STADIONULUI, Nr. 2, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,36373957,5630,2777659,988041,778617,188695,20729,0,3803172,,,-37472,10000,,3142557,3180059,3073487,106572,0,74762,0,25,NARCOFFEE ROASTERS SRL,J12/2904/2016,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,36373957,5630,5609315,1680078,1299020,306528,74530,,4003787,,,3285606,3000000,,5144683,5290116,4785225,504891,0,451989,0,35,NARCOFFEE ROASTERS SRL,J12/2904/2016,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,36373957,5630,1918832,861248,244885,496945,119418,340000,3232314,,,-112234,10000,,1765332,1765636,1744949,20687,0,3233,0,22,NARCOFFEE ROASTERS SRL,J12/2904/2016,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,34776562,5610,18130,146844,35170,10308,101366,,97357,,,67617,200,,642793,642793,568097,74696,0,68625,0,20,CROMAS ABRIA SRL,J12/2152/2015,"Municipiul Cluj-Napoca, P-ţa LUCIAN BLAGA, Nr. 2, Apartament 74, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,34776562,5610,14098,378819,37011,4026,337782,,115749,,,277168,200,,1541061,1541061,1316100,224961,0,209551,0,20,CROMAS ABRIA SRL,J12/2152/2015,"Municipiul Cluj-Napoca, P-ţa LUCIAN BLAGA, Nr. 2, Apartament 74, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,28191334,5630,,5637,,603,5034,,54670,,,-49033,200,,0,0,63,0,63,0,63,,BOROBORO SRL,J12/883/2016,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 14, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,28191334,5630,158,17166,7039,2747,7380,,64938,,,-47614,200,,11500,11500,9966,1534,0,1419,0,1,BOROBORO SRL,J12/883/2016,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 14, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,28191334,5630,,-175,603,-2500,1722,,23768,,,-23943,200,,457068,457068,453295,3773,0,0,760,,BOROBORO SRL,J12/883/2016,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 14, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,28191334,5630,,5700,0,603,5097,,54670,,,-48970,200,,0,0,25027,0,25027,0,25027,0,BOROBORO SRL,J12/883/2016,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 14, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,35480467,5610,,19633,5452,2329,11852,,71436,,,-51803,200,,294350,294350,271444,22906,0,19808,0,5,IST CAFE SRL,J12/264/2016,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 14, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,35480467,5610,,70,,,70,,21013,,,-20943,200,,256241,256241,465203,0,208962,0,214788,,IST CAFE SRL,J12/264/2016,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 14, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,35480467,5610,,2151,,2068,83,,73761,,,-71610,200,,0,0,11891,0,11891,0,11891,0,IST CAFE SRL,J12/264/2016,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 14, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34980855,5610,62629,12648,10144,3,2501,,55979,,,19298,200,,245269,307852,283721,24131,0,16710,0,1,OTEN V&B S.R.L.,J12/2698/2015,"Municipiul Cluj-Napoca, Str. ARIEŞULUI, Nr. 31, Bloc 8, Scara 4, Etaj 4, Apartament 40, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,35512399,5610,508,4400,4178,,222,,14771,,,-9863,200,,26312,26312,36027,0,9715,0,10063,1,ADC OFELIA SRL,J12/339/2016,"Municipiul Cluj-Napoca, Str. ARINILOR, Nr. 19, Apartament 23, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,35253758,5610,2147254,2783203,149459,1484148,1149596,140568,8159303,22985,0,-3111263,500,0,13352007,13379576,13840723,0,461147,0,616641,96,EVERTOGETHER SRL,J12/3538/2015,"Municipiul Cluj-Napoca, Str. BIHORULUI, Nr. 10, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,35253758,5610,837610,2863384,172777,1988063,702544,17964,5072149,,,-1353191,500,,19018135,19544821,17605005,1939816,0,1758072,0,97,EVERTOGETHER SRL,J12/3538/2015,"Municipiul Cluj-Napoca, Str. BIHORULUI, Nr. 10, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,35253758,5610,2781006,2044372,285674,1445216,313482,75401,7320733,74768,0,-2494722,400,0,8379961,8429272,10318120,0,1888848,0,1997942,102,EVERTOGETHER SRL,J12/3538/2015,"Municipiul Cluj-Napoca, Str. BIHORULUI, Nr. 10, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,36850754,5610,,6579,5359,936,284,,12135,,,-5556,200,,809,809,697,112,0,112,0,,AQUA IDUNNA SRL,J12/4411/2016,"Municipiul Cluj-Napoca, Str. DONATH, Nr. 170, Bloc A11, Etaj V, Apartament 23, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,36850754,5610,,50830,,1588,49242,,36852,,,13978,200,,115367,115367,94699,20668,0,19533,0,1,AQUA IDUNNA SRL,J12/4411/2016,"Municipiul Cluj-Napoca, Str. DONATH, Nr. 170, Bloc A11, Etaj V, Apartament 23, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,36850754,5610,354,6610,5481,949,180,,12602,,,-5638,200,,0,1,5839,0,5838,0,5838,1,AQUA IDUNNA SRL,J12/4411/2016,"Municipiul Cluj-Napoca, Str. DONATH, Nr. 170, Bloc A11, Etaj V, Apartament 23, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,36651140,5621,,63228,38182,9783,15263,,29761,,,33467,200,,298757,298757,282850,15907,0,13008,0,2,INSALADA EVENTS SRL,J12/3775/2016,"Municipiul Cluj-Napoca, Str. EUGEN IONESCO, Nr. 107, Apartament 6, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,36651140,5621,,120621,,7143,113478,,19026,,,101595,200,,228117,228117,158518,69599,0,68129,0,0,INSALADA EVENTS SRL,J12/3775/2016,"Municipiul Cluj-Napoca, Str. EUGEN IONESCO, Nr. 107, Apartament 6, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,35297444,5621,,819,,,819,,14327,,,-13508,200,,8618,8319,21403,0,13084,0,13358,,ALLQFOOD SRL,J12/3671/2015,"Municipiul Cluj-Napoca, Str. LĂCRĂMIOARELOR, Nr. 2, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,35297444,5621,,819,,,819,,14327,,,-13508,200,,0,0,,0,0,0,0,,ALLQFOOD SRL,J12/3671/2015,"Municipiul Cluj-Napoca, Str. LĂCRĂMIOARELOR, Nr. 2, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,35208625,5610,244,92870,254,61554,31062,,21430,,,71684,200,,124558,124558,51328,73230,0,71484,0,,BEST EVENTS HALL SRL,J12/3381/2015,"Municipiul Cluj-Napoca, Str. MIKSZATH KALMAN, Nr. 9, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,35871589,5610,1942149,917213,41733,734511,140969,,1938542,2175119,,-1254299,200,,3383865,5596956,7002807,0,1405851,0,1430706,38,INORI SRL,J12/1295/2016,"Municipiul Cluj-Napoca, Str. RAŢIU IOAN, Nr. 10-12, Apartament 1, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,35871589,5610,1922542,978337,32640,540550,405147,,2158997,2038375,,-1296493,500400,,3098042,3825840,4310104,0,484264,0,542395,48,INORI SRL,J12/1295/2016,"Municipiul Cluj-Napoca, Str. RAŢIU IOAN, Nr. 10-12, Apartament 1, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,36606220,5610,19388,16897,14362,,2535,,103793,,,-67508,200,,52095,71929,139115,0,67186,0,67708,8,ITALIAN BISTRO SRL,J12/3626/2016,"Municipiul Cluj-Napoca, Str. TRAIAN VUIA, Nr. 152, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34936264,5610,,194194,10851,180000,3343,,18364,,,175830,200,,903323,903323,724970,178353,0,169278,0,9,SILVIU & RAMONA SRL,J12/2573/2015,"Municipiul Cluj-Napoca, Str. VIORELELOR, Nr. 9, Apartament 30, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2018,35274149,5630,658,2538,,2205,333,,5037,,,-1841,200,,45116,45116,52003,0,6887,0,7384,1,BUSY SPACE SRL,J12/3596/2015,"Municipiul Dej, Aleea TOMIS, Nr. 11, Bloc I60, Scara A, Apartament 11, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2019,35274149,5630,658,32,,,32,,3405,,,-2715,200,,0,0,873,0,873,0,873,,BUSY SPACE SRL,J12/3596/2015,"Municipiul Dej, Aleea TOMIS, Nr. 11, Bloc I60, Scara A, Apartament 11, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2016,35274149,5630,658,24883,2105,15000,7778,,5255,,,20286,200,,51330,51330,29617,21713,0,20562,0,2,BUSY SPACE SRL,J12/3596/2015,"Municipiul Dej, Aleea TOMIS, Nr. 11, Bloc I60, Scara A, Apartament 11, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2017,35274149,5630,658,8844,2105,4000,2739,,3959,,,5543,200,,0,0,14743,0,14743,0,14743,1,BUSY SPACE SRL,J12/3596/2015,"Municipiul Dej, Aleea TOMIS, Nr. 11, Bloc I60, Scara A, Apartament 11, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2016,36246295,5630,447,3253,2955,,298,,3500,,,200,200,,0,0,,0,0,0,0,,MAI TAI FULL BAR SRL,J12/2458/2016,"Municipiul Dej, Str. ANTAL NAGY BUDAI, Nr. 6, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31402008,5610,62034,1041223,215046,411083,415094,894304,543332,27311,,1426918,300,,5983941,5986656,4482728,1503928,0,1426600,0,42,GRĂDINA DE VARĂ BOEMA SRL,J12/926/2013,"Municipiul Cluj-Napoca, Str. IULIU MANIU, Nr. 34, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31402008,5610,188260,581729,264658,216499,100572,1603324,945535,20833,0,1406945,300,,5506374,5506498,4784525,721973,0,600003,0,50,GRĂDINA DE VARĂ BOEMA SRL,J12/926/2013,"Municipiul Cluj-Napoca, Str. IULIU MANIU, Nr. 34, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31408310,5630,,,,,,,54650,,,-54650,250,,0,0,,0,0,0,0,0,STABAC SRL,J12/944/2013,"Municipiul Cluj-Napoca, Str. TELEORMAN, Nr. 15-17, Apartament 36, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31408310,5630,,191,,,191,,54841,,,-54650,250,,158105,158106,177607,0,19501,0,21083,2,STABAC SRL,J12/944/2013,"Municipiul Cluj-Napoca, Str. TELEORMAN, Nr. 15-17, Apartament 36, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31408310,5630,,0,,,0,,21607,,,-21607,250,,0,0,,0,0,0,0,0,STABAC SRL,J12/944/2013,"Municipiul Cluj-Napoca, Str. TELEORMAN, Nr. 15-17, Apartament 36, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31643898,5610,122238,1100550,129112,117771,853667,,165573,,,1057215,200,,3756404,3790821,2892380,898441,0,862497,0,16,SULTAN BOX S.R.L.,J12/1571/2013,"Municipiul Cluj-Napoca, Str. MEMORANDUMULUI, Nr. 4, Apartament 9, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31408361,5630,6678,108503,88295,20207,1,,163118,,,-47937,200,,127928,127928,146202,0,18274,0,20832,1,L & M COM IMPEX SRL,J12/939/2013,"Municipiul Cluj-Napoca, Str. MEHEDINŢI, Nr. 50-52, Bloc D6, Scara I, Etaj IV, Apartament 30, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31546232,5621,,14313,109,9195,5009,,633,,,13680,200,,0,0,,0,0,0,0,,INDOR CHEF SRL-D,J12/1298/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31546232,5621,,14313,109,9195,5009,,633,,,13680,200,,0,0,,0,0,0,0,,INDOR CHEF SRL-D,J12/1298/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31546232,5621,,14313,109,9195,5009,,633,,,13680,200,,2600,2600,,2600,0,2522,0,,INDOR CHEF SRL-D,J12/1298/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31546232,5621,,14313,109,9195,5009,,633,,,13680,200,,0,0,,0,0,0,0,,INDOR CHEF SRL-D,J12/1298/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31546194,5621,210200,264947,103140,115769,46038,,6931,,,468216,200,,217320,217320,176202,41118,0,38945,0,4,TUHARMA S.R.L.,J12/1306/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31546194,5621,210200,310435,53031,134420,122984,,8239,,,512396,200,,107902,107902,61936,45966,0,44180,0,1,TUHARMA S.R.L.,J12/1306/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31546194,5621,210200,196898,103140,42389,51369,,8861,,,398237,200,,166712,166712,135183,31529,0,29461,0,5,TUHARMA S.R.L.,J12/1306/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31546194,5621,210200,240585,188140,3437,49008,,21514,,,429271,200,,200000,200000,166966,33034,0,31034,0,5,TUHARMA S.R.L.,J12/1306/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31420969,5610,26090,55736,13935,36000,5801,,108047,,,-26221,200,,0,0,,0,0,0,0,,LUCKY FOOD SRL-D,J12/986/2013,"Municipiul Cluj-Napoca, Str. ROMULUS VUIA, Nr. 152, Apartament 2, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31420969,5610,26090,55736,13935,36000,5801,,108047,,,-26221,200,,0,0,,0,0,0,0,,LUCKY FOOD SRL-D,J12/986/2013,"Municipiul Cluj-Napoca, Str. ROMULUS VUIA, Nr. 152, Apartament 2, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31420969,5610,26090,55736,13935,36000,5801,,108047,,,-26221,200,,5800,5800,19114,0,13314,0,13430,2,LUCKY FOOD SRL-D,J12/986/2013,"Municipiul Cluj-Napoca, Str. ROMULUS VUIA, Nr. 152, Apartament 2, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31420969,5610,26090,55736,13935,36000,5801,,108047,,,-26221,200,,0,0,,0,0,0,0,,LUCKY FOOD SRL-D,J12/986/2013,"Municipiul Cluj-Napoca, Str. ROMULUS VUIA, Nr. 152, Apartament 2, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31421000,5610,,116211,,116265,-54,,109884,,,6327,200,,131659,133337,288223,0,154886,0,157603,,VIDFM S.R.L.,J12/983/2013,"Municipiul Cluj-Napoca, Str. LĂCRĂMIOARELOR, Nr. 2, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31355550,5610,839004,205356,186670,346,18340,,881549,,,162811,1300,,1886385,1888244,1631060,257184,0,221714,0,14,MA IMPRESSION SRL,J12/787/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31355550,5610,732580,401381,221862,626,178893,,622022,,,511939,1300,,3062412,3063748,2679151,384597,0,349128,0,15,MA IMPRESSION SRL,J12/787/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31355550,5610,133716,104327,28917,14042,61368,,423829,,,-185786,1200,,1459654,1459654,1276005,183649,0,183606,0,15,MA IMPRESSION SRL,J12/787/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31355550,5610,146474,531364,308384,193770,29210,,736741,,,-58903,1300,,569588,569588,407335,162253,0,126783,0,9,MA IMPRESSION SRL,J12/787/2013,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,39378762,5610,,676,,,676,,5000,,,-4324,200,,342,342,4856,0,4514,0,4524,2,TRIO FRIENDS S.R.L.,J12/2102/2018,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 70, Apartament 40, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,39378762,5610,,500,,,500,,5887,,,-5387,200,,0,0,1063,0,1063,0,1063,,TRIO FRIENDS S.R.L.,J12/2102/2018,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 70, Apartament 40, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,37447033,5610,2490,49911,4947,,44964,1779,14451,,,39729,200,,227102,227102,185307,41795,0,39529,0,2,MAGEDI CONCEPT SRL,J12/1926/2017,"Municipiul Cluj-Napoca, Str. TURNU ROŞU, Nr. 24, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2018,30987087,5630,,5419,,,5419,,18108,,,-12689,200,,5400,5400,,5400,0,5238,0,,CARUSEL TRANSILVANIA SRL,J12/3271/2012,"Sat Floreşti, Comuna Floreşti, Str. PROF. I. OLTEANU, Nr. 27, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2019,30987087,5630,,11319,,,11319,,18115,,,-6796,200,,5900,5900,,5900,0,5732,0,,CARUSEL TRANSILVANIA SRL,J12/3271/2012,"Sat Floreşti, Comuna Floreşti, Str. PROF. I. OLTEANU, Nr. 27, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2016,30987087,5630,,19,,,19,,17946,,,-17927,200,,0,0,,0,0,0,0,,CARUSEL TRANSILVANIA SRL,J12/3271/2012,"Sat Floreşti, Comuna Floreşti, Str. PROF. I. OLTEANU, Nr. 27, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2017,30987087,5630,,19,,,19,,17946,,,-17927,200,,0,0,,0,0,0,0,,CARUSEL TRANSILVANIA SRL,J12/3271/2012,"Sat Floreşti, Comuna Floreşti, Str. PROF. I. OLTEANU, Nr. 27, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Dîrja,Cluj,01.01.2016,32088788,5610,,57309,57247,,62,,46244,,,11065,200,,0,0,,0,0,0,0,,RMA GABY SRL-D,J12/2453/2013,"Sat Dîrja, Comuna Panticeu, Nr. 119, Județ Cluj,,,,,,,,,,,,,,,,"
